Rpa;Tipo_cod;Tipo;Cod_escola;Escola;Inep;Rua;Numero;Cod_bairro;Bairro;Metragem;Qtd_alunos;Qtd_turmas;Qtd_professores;Escola_climatizada;Data_visita;Quadra_coberta;Quadra_descoberta;Biblioteca;Sala_recurso;Gestor;Longitude;Latitude;Região
1;1;ESCOLA MUNICIPAL;90;ALMIRANTE SOARES DUTRA;26120658.0;CAMUTANGA;180;51;CABANGA;764,3;429;18;13;SIM;27/02/2018;NÃO;NÃO;SIM;SIM;VERONICA MARIA LIMA;-34.895;-8.0789;Centro
1;1;ESCOLA MUNICIPAL;289;CIDADAO HERBERT DE SOUZA;26121972.0;ARNOBIO MARQUES;310;108;SANTO AMARO;206;163;12;11;NÂO;;NÃO;NÃO;NÃO;SIM;ANA CLAUDIA DO NASCIMENTO SILVA;-34.887;-8.0457;Centro
1;1;ESCOLA MUNICIPAL;256;DO COQUE;26122898.0;MIRANDOPOLIS;35;43;ILHA JOANA BEZERRA;840,5;622;26;18;NÂO;;NÃO;NÃO;SIM;SIM;GRIJALBA MARIA PESSOA;-34.9;-8.0714;Centro
1;1;ESCOLA MUNICIPAL;91;DOS COELHOS;26118670.0;DOS COELHOS;591;60;COELHOS;1322;730;35;24;NÂO;;NÃO;NÃO;SIM;SIM;FRANCISCA ANGELA DA SILVA;-34.89;-8.0687;Centro
1;1;ESCOLA MUNICIPAL;384;FREI TADEU GLASER;26175347.0;AGAMENON MAGALHAES;600;108;SANTO AMARO;398,4;130;8;7;NÂO;19/04/2017;NÃO;NÃO;SIM;SIM;CHRISTIANNE MARIA DOS SANTOS CAVALCANTI;-34.878;-8.04;Centro
1;1;ESCOLA MUNICIPAL;104;GENERAL EMIDIO DANTAS BARRETO;26121980.0;DA SAUDADE;303;108;SANTO AMARO;1402,1;234;16;12;NÂO;;NÃO;SIM;SIM;SIM;REJANE MOURA DE MATOS NOVAIS ROCHA;-34.883;-8.0508;Centro
1;1;ESCOLA MUNICIPAL;282;LUTADORES DO BEM;26121913.0;CORONEL VIRGILIO DE MEDEIROS;269;108;SANTO AMARO;455,2;316;17;14;NÂO;;NÃO;NÃO;SIM;SIM;JOSANE PATRICIO SALDANHA;-34.877;-8.0439;Centro
1;1;ESCOLA MUNICIPAL;312;NOSSA SENHORA DO PILAR;26147300.0;ALFREDO LISBOA;S/N;19;RECIFE;712,3;144;14;13;NÂO;;NÃO;SIM;SIM;SIM;RENATA ROSSY NOBLAT FRAGA;-34.869;-8.0579;Centro
1;1;ESCOLA MUNICIPAL;922;NOVO MANGUE;26158400.0;AVENIDA CENTRAL;511;43;ILHA JOANA BEZERRA;1010,7;359;17;13;NÂO;;NÃO;SIM;SIM;SIM;RAIMUNDA PINHEIRO DE QUEIROZ;-34.903;-8.0751;Centro
1;1;ESCOLA MUNICIPAL;66;PEDRO AUGUSTO;26121468.0;BARAO DE SAO BORJA;279;86;BOA VISTA;2245,5;316;13;14;SIM;;SIM;NÃO;SIM;SIM;JOSENIDE MATIAS PINHEIRO DE FREITAS;-34.89;-8.0605;Centro
1;1;ESCOLA MUNICIPAL;4;PROFESSOR JOSE DA COSTA PORTO;26121255.0;CABO EUTROPIO;660;43;ILHA JOANA BEZERRA;1454,4;879;33;30;NÂO;06/06/2017;SIM;NÃO;SIM;SIM;SELME DE FIGUEIROA FARIA;-34.9;-8.0719;Centro
1;1;ESCOLA MUNICIPAL;935;PROFESSOR JOSUE DE CASTRO;26167891.0;MARTIN LUTHER KING;368;43;ILHA JOANA BEZERRA;388;253;14;10;NÂO;;NÃO;NÃO;NÃO;NÃO;MARCIA CLAUDIA MATIAS DA SILVA;-34.899;-8.0695;Centro
1;1;ESCOLA MUNICIPAL;1;REITOR JOAO ALFREDO;26121786.0;SENADOR JOSE HENRIQUE;160;78;ILHA DO LEITE;1832;322;13;14;NÂO;;SIM;NÃO;SIM;SIM;MARILIA OLIVEIRA SILVA;-34.895;-8.065;Centro
1;1;ESCOLA MUNICIPAL;189;SANTO AMARO;26134379.0;NORTE;570;108;SANTO AMARO;258,8;446;25;17;NÂO;;NÃO;NÃO;SIM;SIM;ANGELICA MARIA DE ALBUQUERQUE MACEDO;-34.877;-8.0465;Centro
1;1;ESCOLA MUNICIPAL;93;SEDE DA SABEDORIA;26122014.0;ARTEMIS;30;108;SANTO AMARO;1188,8;464;22;17;NÂO;19/04/2017;NÃO;NÃO;SIM;SIM;MARIA DE FATIMA SENA DE ALENCAR;-34.876;-8.0401;Centro
1;1;ESCOLA MUNICIPAL;95;SITIO DO CEU;26136269.0;ANCHIETA;85;108;SANTO AMARO;238,7;195;13;7;SIM;19/04/2017;NÃO;NÃO;NÃO;SIM;VIVIANE CRISTINA DE LIMA FREITAS;-34.88;-8.0413;Centro
1;1;ESCOLA MUNICIPAL;442;SOLDADO JOSE ANTONIO DO NASCIMENTO BOA VISTA;26123304.0;BENFICA;86;86;BOA VISTA;668;147;12;9;SIM;;NÃO;NÃO;NÃO;SIM;MARGARETE MARIA DE BARROS RIBEIRO;-34.901;-8.0601;Centro
1;2;CRECHE MUNICIPAL;504;PROFESSOR FRANCISCO DO AMARAL LOPES;26158701.0;AGAMENON MAGALHAES;S/N;108;SANTO AMARO;440,8;155;8;8;NÂO;25/04/2017;NÃO;NÃO;NÃO;NÃO;ELIANE RODRIGUES DA SILVA;-34.888;-8.0451;Centro
1;2;CRECHE MUNICIPAL;503;SAO DOMINGOS SAVIO;26149753.0;DOS CASADOS;164;108;SANTO AMARO;124,8;31;2;2;NÂO;;NÃO;NÃO;NÃO;NÃO;PATRICIA DE MORAIS TEIXEIRA;-34.874;-8.0398;Centro
1;2;CRECHE MUNICIPAL;502;VOVO ARTUR;26149818.0;BEIRA RIO;S/N;60;COELHOS;644,7;163;9;7;NÂO;;NÃO;NÃO;NÃO;NÃO;JOSILENE NASCIMENTO DA CONCEICAO;-34.891;-8.069;Centro
1;5;CMEI;415;ANA ROSA FALCAO DE CARVALHO;26122022.0;JOAO LYRA;S/N;108;SANTO AMARO;1878,9;231;12;14;SIM;25/04/2017;SIM;NÃO;SIM;SIM;RITA DE CASSIA CAVALCANTI;-34.88;-8.0561;Centro
1;5;CMEI;426;COELHINHO PENSANTE;26419742.0;FATIMA TEIXEIRA;S/N;108;SANTO AMARO;330,4;86;7;7;NÂO;;NÃO;NÃO;SIM;NÃO;VIVIANE MENEZES DA SILVA;-34.878;-8.0427;Centro
1;5;CMEI;425;DOUTOR ALBERICO DORNELAS CAMARA;26443716.0;CAIS DO APOLO;925;19;RECIFE;1398,8;109;6;6;NÂO;;NÃO;NÃO;NÃO;NÃO;ANA CRISTINA TEIXEIRA CAMPELO;-34.872;-8.0542;Centro
1;5;CMEI;501;MAEZINHA DO COQUE;26149931.0;GUAPIRAMA;S/N;43;ILHA JOANA BEZERRA;671,3;141;7;7;SIM;;NÃO;NÃO;SIM;NÃO;TERESA CRISTINA VASCONCELOS ESTEVES PAREDES;-34.9;-8.0718;Centro
1;8;CRECHE ESC.RECIFE;119;CRECHE ESCOLA DEPUTADO ALCIDES TEIXEIRA;26191679.0;;1193;108;SANTO AMARO;;247;11;10;NÂO;;NÃO;NÃO;SIM;NÃO;ROSANGELA BATISTA DE ALBUQUERQUE;;;Centro
1;8;CRECHE ESC.RECIFE;495;DO PILAR;26190818.0;RUA DO OCIDENTE;S/N;19;RECIFE;;126;6;5;NÂO;;NÃO;NÃO;NÃO;NÃO;ROBERTA KAROLINA VASCONCELOS DE ARAUJO;-34.869;-8.0568;Centro
1;8;CRECHE ESC.RECIFE;35;PORTO DIGITAL DO RECIFE;26190060.0;;50;19;RECIFE;;89;5;4;NÂO;;NÃO;NÃO;NÃO;NÃO;CRISTIANE GONCALVES PEREIRA;-34.872;-8.0645;Centro
1;8;CRECHE ESC.RECIFE;497;SERGIO LORETO;26190575.0;RUA DO MUNIZ;S/N;35;SAO JOSE;;102;5;4;NÂO;;NÃO;NÃO;SIM;SIM;TACIANA CRISTINA DOS SANTOS;-34.885;-8.0711;Centro
2;1;ESCOLA MUNICIPAL;111;ALDA ROMEU;26128110.0;CORREGO DO DEODATO;685;337;AGUA FRIA;1182,8;361;17;12;NÂO;;NÃO;NÃO;SIM;SIM;GEORGIA CRISTINA PEREIRA DE MELLO;-34.9;-8.0136;Norte
2;1;ESCOLA MUNICIPAL;187;ALTO DO MARACANA;26136300.0;VILA FLOR;356;396;DOIS UNIDOS;721,9;435;24;13;NÂO;;NÃO;NÃO;NÃO;SIM;RENATA BARBOSA RODRIGUES DA CUNHA;-34.909;-8.0025;Norte
2;1;ESCOLA MUNICIPAL;321;ALTO DO PASCOAL;26166593.0;LADEIRA DE PEDRA;1265;337;AGUA FRIA;176,6;490;26;19;NÂO;23/05/2017;NÃO;SIM;SIM;SIM;ROSANA GOMES MARTINS;-34.902;-8.0147;Norte
2;1;ESCOLA MUNICIPAL;237;ALTO SANTA TEREZINHA;26139723.0;ANIBAL BENEVOLO;SN;370;BEBERIBE;1004,3;579;32;19;SIM;;NÃO;NÃO;SIM;SIM;MARIA JOSE DE MOURA SILVA ALBUQUERQUE;-34.902;-8.0098;Norte
2;1;ESCOLA MUNICIPAL;54;ANA MAURICIA WANDERLEY;26128764.0;JOAO UZEDA LUNA;813;337;AGUA FRIA;495,1;233;10;6;NÂO;;NÃO;NÃO;NÃO;SIM;DIVANE MARIA CAMPOS LUCENA;-34.896;-8.0179;Norte
2;1;ESCOLA MUNICIPAL;258;ANITA PAES BARRETO;26128926.0;GERONCIO FALCAO;198;345;FUNDAO;134;112;6;4;NÂO;01/06/2017;NÃO;NÃO;NÃO;SIM;SANDRA DE OLIVEIRA ANACLETO SANTOS;-34.887;-8.0149;Norte
2;1;ESCOLA MUNICIPAL;7;ANTONIO HERACLIO DO REGO;26128640.0;MANOEL SILVA;134;337;AGUA FRIA;4366;508;19;21;SIM;17/04/2017;SIM;NÃO;SIM;SIM;JOSE RONALDO CANDIDO DA SILVA;-34.889;-8.0185;Norte
2;1;ESCOLA MUNICIPAL;86;ANTONIO LUIZ;26128659.0;SAO JOAO BATISTA;134;337;AGUA FRIA;142,7;83;7;5;SIM;17/04/2017;NÃO;NÃO;NÃO;NÃO;PAULA PRIGIDA OLIVEIRA DA COSTA NASCIMENTO;-34.885;-8.0178;Norte
2;1;ESCOLA MUNICIPAL;458;ANTONIO LUIZ - ANEXO I;26128659.0;DAS MOCAS;1470;337;AGUA FRIA;;50;4;4;NÂO;;NÃO;NÃO;SIM;NÃO;;-34.884;-8.0186;Norte
2;1;ESCOLA MUNICIPAL;44;ANTONIO TIBURCIO;26128772.0;TAMBOARA;356;949;ALTO SANTA TEREZINHA;288,8;155;10;8;NÂO;;NÃO;NÃO;SIM;NÃO;CINTIA DE MELO SILVA;-34.905;-8.0182;Norte
2;1;ESCOLA MUNICIPAL;924;CAMPINA DO BARRETO;26166623.0;VIRGILIO DE MELO FRANCO;28;353;CAJUEIRO;851,1;321;16;14;NÂO;01/06/2017;NÃO;NÃO;SIM;SIM;WALDIRA MORENO DA SILVA MENEZES;-34.886;-8.0095;Norte
2;1;ESCOLA MUNICIPAL;400;COMPOSITOR CAPIBA;26212200.0;PROFESSOR OTHON PARAISO;375;272;TORREAO;379,4;143;8;6;SIM;;NÃO;NÃO;NÃO;SIM;MARIA CRISTINA DA SILVA;-34.883;-8.0375;Norte
2;1;ESCOLA MUNICIPAL;61;COMPOSITOR LEVINO FERREIRA;26128780.0;CORREGO JOSE GRANDE;1441;540;ALTO JOSE BONIFACIO;379;212;12;8;SIM;;NÃO;NÃO;SIM;SIM;ANA MARIA SANTOS DUARTE;-34.909;-8.0142;Noroeste
2;1;ESCOLA MUNICIPAL;999;CRECHE ESCOLA MUNICIPAL JOAO AMAZONAS;26171724.0;DA BELA VISTA;284;396;DOIS UNIDOS;341,4;134;8;7;NÂO;;NÃO;NÃO;NÃO;NÃO;MARIA ANGELICA BATISTA DA SILVA OLIVEIRA;-34.906;-8.0023;Norte
2;1;ESCOLA MUNICIPAL;923;DE AGUA FRIA;26166640.0;DOS CRAVEIROS;500;310;CAMPINA DO BARRETO;202;111;8;6;NÂO;09/02/2017;NÃO;NÃO;SIM;SIM;DISCIOLA ALVES DO NASCIMENTO;-34.881;-8.0129;Norte
2;1;ESCOLA MUNICIPAL;493;DE AGUA FRIA - ANEXO;26166640.0;OLIMPIO TORRES;S/N;310;CAMPINA DO BARRETO;;145;9;5;NÂO;;NÃO;NÃO;SIM;NÃO;;-34.883;-8.0163;Norte
2;1;ESCOLA MUNICIPAL;936;DE BEBERIBE;26166607.0;MELANIO DE BARROS CORREIA;25;370;BEBERIBE;261,1;149;8;8;SIM;;NÃO;NÃO;SIM;SIM;LEDA MARIA DA SILVA ARAUJO;-34.898;-8.0033;Norte
2;1;ESCOLA MUNICIPAL;176;DEUS E AMOR;26128888.0;LADEIRA DE PEDRA;395;337;AGUA FRIA;189,8;97;6;4;SIM;11/12/2017;NÃO;NÃO;NÃO;NÃO;MARIA SOUTO MAIOR BEZERRA CAVALCANTI DOS GUIMARAES PEIXOTO;-34.898;-8.0182;Norte
2;1;ESCOLA MUNICIPAL;960;DEUS E AMOR - ANEXO I;26128888.0;MANOEL LOPES;SN;337;AGUA FRIA;;60;4;2;NÂO;;NÃO;NÃO;NÃO;NÃO;;-34.897;-8.0174;Norte
2;1;ESCOLA MUNICIPAL;949;ENGENHEIRO EDINALDO MIRANDA DE OLIVEIRA;26166631.0;INACIO GALVAO DOS SANTOS;304;175;ENCRUZILHADA;189,8;184;12;11;NÂO;;NÃO;NÃO;NÃO;NÃO;ANA PAULA ARAUJO NASCIMENTO;-34.892;-8.0347;Norte
2;1;ESCOLA MUNICIPAL;385;IRMA TEREZINHA BATISTA - ANEXO I;26128950.0;DOS CRAVEIROS;273;310;CAMPINA DO BARRETO;;217;10;6;NÂO;16/06/2017;NÃO;NÃO;NÃO;NÃO;;-34.881;-8.0144;Norte
2;1;ESCOLA MUNICIPAL;99;IRMA TEREZINHA BATISTA PROJ NOVO VIVER;26128950.0;IGUATU;S/N;310;CAMPINA DO BARRETO;;231;10;6;NÂO;16/06/2017;NÃO;NÃO;NÃO;SIM;MARINEIDE LOPES DA SILVA OLIVEIRA;-34.882;-8.0151;Norte
2;1;ESCOLA MUNICIPAL;60;JOSEFINA MARINHO;26126770.0;CORREGO JOSE GRANDE;1316;523;ALTO JOSE DO PINHO;314,5;183;11;6;NÂO;;NÃO;NÃO;NÃO;NÃO;AYLA MARIA DOS SANTOS;-34.91;-8.0168;Noroeste
2;1;ESCOLA MUNICIPAL;966;LADJANE BANDEIRA;26170744.0;SEVERINO CARNEIRO;135;337;AGUA FRIA;208;84;6;5;NÂO;23/05/2017;NÃO;NÃO;NÃO;NÃO;EDINEIDE FLORENTINO DE SOUZA;-34.902;-8.0142;Norte
2;1;ESCOLA MUNICIPAL;55;LUIZ LUA GONZAGA;26128268.0;AURILANDIA;54;426;BOMBA DO HEMETERIO;518,9;224;12;9;SIM;;NÃO;NÃO;SIM;SIM;NATHALIE ALVES DA SILVA;-34.902;-8.0194;Norte
2;1;ESCOLA MUNICIPAL;42;MANOEL ANTONIO DE FREITAS;26126826.0;SAO JERONIMO;147;949;ALTO SANTA TEREZINHA;222,5;234;12;9;NÂO;;NÃO;NÃO;NÃO;NÃO;MARIA VERONICA DA SILVA RAMOS;-34.909;-8.0176;Norte
2;1;ESCOLA MUNICIPAL;12;MARIO MELO;26122529.0;OLIVEIRA FONSECA;318;280;CAMPO GRANDE;1697,9;742;36;30;NÂO;05/05/2017;NÃO;SIM;SIM;SIM;ANDREZA KIONE ALVES BEZARRA;-34.879;-8.0285;Norte
2;1;ESCOLA MUNICIPAL;47;MONSENHOR VIANA;26128705.0;TAGUATINGA;S/N;370;BEBERIBE;5711;303;16;12;NÂO;;NÃO;NÃO;SIM;SIM;CARLA VIRGINIA DO AMARAL;-34.898;-8.0045;Norte
2;1;ESCOLA MUNICIPAL;6;MONTEIRO LOBATO;26118734.0;JARDIM BRASILIA;S/N;299;PEIXINHOS;1385;304;15;15;NÂO;;NÃO;NÃO;SIM;SIM;KALINE SUZANY BARROS;-34.874;-8.0173;Norte
2;1;ESCOLA MUNICIPAL;59;NOVA AURORA;26128314.0;ANTONIO MEIRA;169;337;AGUA FRIA;200,4;115;8;7;NÂO;;NÃO;NÃO;NÃO;NÃO;ESMERALDA DIAS CABRAL;-34.902;-8.018;Norte
2;1;ESCOLA MUNICIPAL;46;NOVO HORIZONTE;26128322.0;ANIBAL BENEVOLO;1045;337;AGUA FRIA;909,6;279;16;9;SIM;19/04/2018;NÃO;NÃO;SIM;SIM;TANIA ALVES DE LIMA;-34.898;-8.0102;Norte
2;1;ESCOLA MUNICIPAL;13;OLINDINA MONTEIRO DE OLIVEIRA FRANCA;26128934.0;BELA VISTA;115;396;DOIS UNIDOS;1236,6;496;20;24;NÂO;;NÃO;SIM;SIM;SIM;DENISE ALBUQUERQUE DE SOUZA;-34.906;-8.0027;Norte
2;1;ESCOLA MUNICIPAL;131;PASTOR PAULO LEIVAS MACALAO;26126427.0;ALTEROSA;27;388;LINHA DO TIRO;893,4;417;21;13;NÂO;;NÃO;NÃO;NÃO;SIM;MARLEIDE ALVES DE SOUZA SANTOS;-34.908;-8.0121;Norte
2;1;ESCOLA MUNICIPAL;9;PAULO VI;26128390.0;GUAIRA;200;388;LINHA DO TIRO;2463,7;397;18;19;NÂO;;NÃO;NÃO;SIM;SIM;ANA MARCIA DE SOUSA;-34.904;-8.0077;Norte
2;1;ESCOLA MUNICIPAL;446;POETA JONATAS BRAGA;26122634.0;SAO CAETANO;545;280;CAMPO GRANDE;668;139;10;11;NÂO;;NÃO;SIM;NÃO;SIM;ANA LUCIA PEREIRA BORBA;-34.878;-8.0369;Norte
2;1;ESCOLA MUNICIPAL;957;POETA SOLANO TRINDADE;26177960.0;MANOEL SILVA;134;337;AGUA FRIA;278,6;369;22;18;SIM;17/04/2017;NÃO;NÃO;SIM;SIM;ANA CAROLINA DE QUEIROZ LINS;-34.889;-8.0185;Norte
2;1;ESCOLA MUNICIPAL;346;PROF JANDIRA BOTELHO PEREIRA DA COSTA;26155818.0;FARIAS NEVES;SN;280;CAMPO GRANDE;1033,1;678;31;21;NÂO;05/05/2017;NÃO;NÃO;SIM;SIM;GERALDA BARBOSA DE MELO;-34.877;-8.024;Norte
2;1;ESCOLA MUNICIPAL;332;PROFESSOR RICARDO GAMA;26153599.0;GUAIRA;160;388;LINHA DO TIRO;1442,6;573;24;19;NÂO;;NÃO;SIM;SIM;SIM;MARIA HELENA SOARES DE FREITAS;-34.904;-8.0072;Norte
2;1;ESCOLA MUNICIPAL;379;PROFESSORA HELIA MARIA PEREIRA;26175355.0;ALICE GOMES;37;280;CAMPO GRANDE;294,7;126;8;6;NÂO;;NÃO;NÃO;NÃO;SIM;SANDRA MARIA DE OLIVEIRA E SILVA;-34.88;-8.0368;Norte
2;1;ESCOLA MUNICIPAL;96;SANTA CECILIA;26122600.0;ALICE GOMES;49;280;CAMPO GRANDE;572;349;19;14;SIM;;NÃO;NÃO;SIM;SIM;TELMA GAMA MOTTA;-34.88;-8.0368;Norte
2;1;ESCOLA MUNICIPAL;56;SAO JOAO BATISTA;26128748.0;ANIBAL BENEVOLO;1800;388;LINHA DO TIRO;764,3;343;14;10;NÂO;19/04/2018;NÃO;NÃO;SIM;SIM;GEISA CONCEICAO TEIXEIRA MACAMBIRA;-34.904;-8.0119;Norte
2;1;ESCOLA MUNICIPAL;285;SERVICO SOCIAL DE BELEM;26122464.0;RODOLFO DE HOLANDA;248;175;ENCRUZILHADA;373,6;109;6;3;NÂO;;NÃO;NÃO;NÃO;NÃO;LUCIANA NERES DE ALBUQUERQUE E SILVA;-34.894;-8.0325;Norte
2;2;CRECHE MUNICIPAL;516;AME AS CRIANCAS;26149869.0;ARLINDO CISNEIROS;23;426;BOMBA DO HEMETERIO;180,6;42;3;3;NÂO;17/04/2017;NÃO;NÃO;NÃO;NÃO;LUCILENE MARIA DE ANDRADE;-34.908;-8.019;Norte
2;2;CRECHE MUNICIPAL;509;CAJUEIRO;26149761.0;ALICE TIBIRICA;453;353;CAJUEIRO;107,1;20;2;2;NÂO;09/02/2017;NÃO;NÃO;NÃO;NÃO;TANIA MARIA GONCALVES DE OLIVEIRA;-34.883;-8.009;Norte
2;2;CRECHE MUNICIPAL;549;TIA EMILIA;26157462.0;PEDRO BATISTA;S/N;396;DOIS UNIDOS;368,3;91;5;5;NÂO;;NÃO;NÃO;NÃO;NÃO;MAUCINEIA CAVALCANTI DA SILVA;-34.914;-8.0022;Norte
2;2;CRECHE MUNICIPAL;510;UNIDOS VENCEREMOS;26149826.0;CORREGO JOSE GRANDE;126A;949;ALTO SANTA TEREZINHA;264;120;6;6;NÂO;;NÃO;NÃO;SIM;NÃO;VALERIA MARIA GOMES RIOS;-34.91;-8.0184;Norte
2;2;CRECHE MUNICIPAL;430;VILA IMPERIAL;26181274.0;PEDRO DE MELO PEDROSA;10;329;ARRUDA;462,1;120;6;6;SIM;17/04/2017;NÃO;NÃO;NÃO;NÃO;NILVANDA RODRIGUES DE CARVALHO;-34.886;-8.0245;Norte
2;2;CRECHE MUNICIPAL;508;WALDEMAR DE SOUZA CABRAL;26149850.0;ANTONIO MEIRA;73;337;AGUA FRIA;89,4;19;2;2;NÂO;;NÃO;NÃO;SIM;NÃO;ISABELLA KAROL DE OLIVEIRA;-34.902;-8.0188;Norte
2;2;CRECHE MUNICIPAL;507;ZACARIAS DO REGO MACIEL;26149834.0;ANIBAL BENEVOLO;1536;388;LINHA DO TIRO;738,1;179;8;5;NÂO;;NÃO;SIM;SIM;SIM;ANA LUCIA HILARIO DOS SANTOS;-34.902;-8.0103;Norte
3;1;ESCOLA MUNICIPAL;113;ALTO DA GUABIRABA;26126370.0;PRESIDENTE COSTA E SILVA;S/N;612;BREJO DA GUABIRABA;808,5;188;10;10;SIM;21/07/2017;SIM;NÃO;SIM;SIM;ANGELA MARIA PEREIRA DE LIMA;-34.933;-7.9918;Noroeste
3;1;ESCOLA MUNICIPAL;311;ALTO DO REFUGIO - IVAN NEVES - ANEXO I;26149370.0;ALTO DO REFUGIO;255;574;BREJO DE BEBERIBE;187,3;87;6;4;SIM;;NÃO;NÃO;NÃO;NÃO;;-34.925;-7.9998;Noroeste
3;1;ESCOLA MUNICIPAL;251;ALTO DO REFUGIO IVAN NEVES;26149370.0;ALTO DO REFUGIO;250;574;BREJO DE BEBERIBE;187,3;115;6;5;SIM;;NÃO;NÃO;NÃO;NÃO;ANA LUCIA NUNES DA SILVA;-34.925;-7.9999;Noroeste
3;1;ESCOLA MUNICIPAL;115;ALTO JARDIM PROGRESSO;26125854.0;ALTO JARDIM PROGRESSO;300;566;NOVA DESCOBERTA;528;268;13;9;NÂO;;NÃO;NÃO;SIM;SIM;JOSEMIR PEDRO DA SILVA;-34.925;-8.0046;Noroeste
3;1;ESCOLA MUNICIPAL;406;ALTO JARDIM PROGRESSO - ANEXO I;26125854.0;SOBRAL PINTO;300;566;NOVA DESCOBERTA;528;73;4;3;NÂO;;NÃO;NÃO;NÃO;NÃO;;-34.925;-8.0044;Noroeste
3;1;ESCOLA MUNICIPAL;448;ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA;26125994.0;ALTO DO VENANCIO;120;620;CORREGO DO JENIPAPO;668;280;12;11;SIM;02/05/2017;NÃO;NÃO;SIM;NÃO;FRANCY CARMEM BRASIL E SOUSA;-34.936;-7.9977;Noroeste
3;1;ESCOLA MUNICIPAL;63;BOA ESPERANCA;26126869.0;PEDRA BONITA;80;558;VASCO DA GAMA;441,6;285;17;13;NÂO;;NÃO;NÃO;NÃO;SIM;DANIELA CARLA PIRES PEREIRA;-34.919;-8.0186;Noroeste
3;1;ESCOLA MUNICIPAL;427;BOLA NA REDE;26491710.0;DOUTOR ARTHUR ORLANDO DE ANDRADE BEZERRA;100;418;GUABIRABA;413;478;26;22;NÂO;12/06/2017;NÃO;NÃO;NÃO;SIM;MARIA DA CONCEICAO VICENTE DA SILVA;-34.924;-7.9654;Noroeste
3;1;ESCOLA MUNICIPAL;382;CECILIA MEIRELLES;26175363.0;MATER LINCH;189;582;MACAXEIRA;282,6;162;14;14;SIM;;NÃO;SIM;NÃO;NÃO;VIVIANE BELARMINO SILVA DE LIMA;-34.929;-8.0152;Noroeste
3;1;ESCOLA MUNICIPAL;420;CHICO SCIENCE;26419734.0;CATIGUA;112;558;VASCO DA GAMA;227,3;111;8;7;NÂO;;NÃO;NÃO;NÃO;SIM;VERONICA NATALIA DE LIMA;-34.92;-8.0131;Noroeste
3;1;ESCOLA MUNICIPAL;120;CORREGO DA AREIA;26126680.0;CORREGO DA AREIA;5449;566;NOVA DESCOBERTA;296,8;190;10;10;NÂO;;NÃO;NÃO;NÃO;NÃO;MONICA HENRIQUE DA SILVA;-34.931;-8.003;Noroeste
3;1;ESCOLA MUNICIPAL;58;CORREGO DA BICA;26126362.0;CORREGO DA BICA;SN;400;PASSARINHO;82;280;14;12;NÂO;;NÃO;NÃO;SIM;SIM;ANAILSE MOURA DOS SANTOS;-34.928;-7.9852;Noroeste
3;1;ESCOLA MUNICIPAL;342;CORREGO DO EUCLIDES;26158752.0;CORREGO DO EUCLIDES;48;531;MORRO DA CONCEICAO;122;297;19;12;NÂO;;NÃO;NÃO;SIM;SIM;ALINE JOSE RODRIGUES DA SILVA;-34.914;-8.0149;Noroeste
3;1;ESCOLA MUNICIPAL;996;DA GUABIRABA;26171740.0;CASSITERITA;395;612;BREJO DA GUABIRABA;849,4;554;24;20;NÂO;;NÃO;NÃO;SIM;SIM;RILVA JOSE PEREIRA UCHOA CAVALCANTI;-34.935;-7.9935;Noroeste
3;1;ESCOLA MUNICIPAL;203;DA GUABIRABA ANEXO II;26171740.0;CASSITERITA;S/N;612;BREJO DA GUABIRABA;849,4;0;0;0;NÂO;;NÃO;NÃO;NÃO;NÃO;;-34.935;-7.9932;Noroeste
3;1;ESCOLA MUNICIPAL;52;DA MANGABEIRA;26128233.0;NICEAS ARCOVERDE GUSMAO;S/N;515;MANGABEIRA;499,5;619;24;19;SIM;;SIM;NÃO;SIM;SIM;PATRICIA REIS DELGADO GOMES;-34.9;-8.0241;Noroeste
3;1;ESCOLA MUNICIPAL;414;DE ALTAS HABILIDADES E SUPERDOTACAO;26180111.0;CONEGO BARATA;195;191;TAMARINEIRA;;0;0;0;NÂO;;NÃO;NÃO;NÃO;NÃO;;-34.924;-8.0269;Noroeste
3;1;ESCOLA MUNICIPAL;310;DE CASA AMARELA;26166658.0;CORREGO DA AREIA;287;582;MACAXEIRA;347,8;242;12;9;NÂO;;NÃO;NÃO;SIM;SIM;ANA PAULA PAIVA DE MOURA;-34.926;-8.0007;Noroeste
3;1;ESCOLA MUNICIPAL;413;DE SURDOCEGUEIRA E DEFICIENCIA MULTIPLA;26180103.0;CONEGO BARATA;195;191;TAMARINEIRA;;0;0;0;NÂO;;NÃO;NÃO;NÃO;NÃO;;-34.924;-8.0269;Noroeste
3;1;ESCOLA MUNICIPAL;412;DE TRANSTORNO GLOBAL DO DESENVOLVIMENTO;26206609.0;CONEGO BARATA;195;191;TAMARINEIRA;;0;0;0;NÂO;;NÃO;NÃO;NÃO;NÃO;;-34.924;-8.0269;Noroeste
3;1;ESCOLA MUNICIPAL;378;DEOCLECIANO OLIVEIRA DE LIMA;26175371.0;SANHARO;568;582;MACAXEIRA;73;150;8;4;NÂO;;NÃO;NÃO;SIM;NÃO;PATRICIA MARIA DOMINGUES;-34.925;-8.0007;Noroeste
